62.84897465,10.97991295
-94.15504136,60.08064282
-93.90993139,-69.18122719
-30.15498859,61.73641655
26.94731507,-45.13249186
79.67594978,86.82642370
-12.51200258,-55.27877908
15.47355084,44.66032626
81.70584733,-47.71253722
96.44231810,-15.20428366
-31.50619563,-63.50088563
-99.53684245,13.56098137
55.36306529,-40.29506070
-44.92482108,-28.45753670
-93.07260671,-8.74579688
39.82123848,27.13313242
68.92216311,4.09641424
64.35113166,46.48326121
6.78698301,-65.22908605
-9.53005330,-64.20069300
-18.24106359,98.57900602
-57.25215531,-43.14159383
10.43303460,-41.46321982
99.90478316,81.50677597
24.83571706,3.95930737
36.43333512,-27.66829004
-96.62779243,-70.65911555
61.87256592,-52.50082859
78.54938521,16.59181897
-13.01578229,63.11190300
-32.77850401,-4.00263439
-11.97066922,-88.90055423
96.02294168,-88.38533741
-10.57626692,-96.92795342
50.99306272,34.45493090
66.10580000,91.91890281
21.72442382,77.59533681
87.69501258,-27.14062726
-4.41771271,55.23499639
36.38793621,92.67486554
-95.43406437,76.11872231
73.18561023,-79.72372455
-71.31427411,-95.59870358
46.09964706,7.85949703
78.71273570,24.07779301
58.69078165,-27.57782832
-94.16257192,20.15081226
43.22625206,93.28209347
-24.33182359,88.89474941
-88.64640800,42.53283243
78.36276142,31.89743672
-37.96425495,94.12290683
-33.96870811,70.57207619
-90.62667836,70.88250223
79.03575086,-65.92668878
41.59174940,5.72323821
-3.52734620,83.92868600
87.11511910,-12.84705923
88.83534973,-9.18678584
-45.26583297,2.66710531
56.54132360,-59.73502151
88.88316029,-14.19335154
4.36077052,27.72730988
31.16111807,91.87977068
-36.21392460,25.46139994
62.72838997,-1.56677759
41.65899197,66.62904209
-25.98684744,-95.14269144
-21.13041618,-82.07672558
-22.54760974,-60.80685234
-3.31381660,26.68718766
16.15458198,-57.17931396
15.68953366,87.23511541
10.85128431,45.61447271
-76.48781897,9.05262251
35.91473705,49.61328640
90.93556332,-3.66702919
-27.78175586,-76.62560197
-13.13951641,38.49228307
98.44632316,77.13934340
28.46645088,64.36082317
-78.56484326,92.76605059
-4.33809315,79.57262037
43.66619226,83.53172536
-0.74621417,74.07507911
97.30868138,86.01988147
77.35672073,91.96752781
3.53488197,58.37484392
56.72852767,-47.14585435
-10.65503203,61.36173745
97.65121925,-50.23951610
7.87662946,48.30757248
-29.95670679,-90.88098864
-52.67713313,-2.47703040
-91.75243349,-97.57764894
-16.22707829,7.70685664
-26.57698010,-89.21299038
2.44281495,-78.80921306
-77.21376336,21.90045448
55.76490206,-33.65156672
5.05010323,-3.59625913
-24.58055601,76.69294103
-40.41368995,-91.76011320
54.09727580,-21.76436388
4.58061487,9.61480820
41.94533644,-16.31801667
-17.27890993,-99.22417230
7.14329717,-51.24646050
-17.63123728,-75.96048325
31.14464838,-97.74397466
-61.14797694,-4.93847077
-15.35925392,-81.00539512
94.35558245,-0.98630420
-80.85653551,83.98455288
61.67283359,-79.73163575
-48.92574311,-88.33444821
89.80318892,69.05139955
12.48195336,-83.90658150
-6.96842926,-55.98076745
69.06904746,-17.91902195
-88.11065245,-6.75680119
-19.17127937,61.46693860
79.71980995,8.24789248
50.38196901,44.28112469
-32.34555072,-46.11926817
22.86624401,41.19331384
-77.23924407,-29.85711527
-79.08721572,-92.03890915
-76.71466981,-17.02806075
-55.63013082,87.36600536
30.60507260,-56.30453652
-61.81329594,-1.43527010
85.08571670,4.81280232
-79.16321530,59.32286534
50.21192864,38.57255464
-24.78985974,84.25032943
-3.35023435,20.68687872
-51.76116434,-36.10647248
93.11140827,-69.40517132
-63.30893128,13.56449667
56.90205441,8.73894754
-7.08060647,79.53657124
86.08140758,88.03022730
-56.48314921,7.39049871
-35.21610110,96.08897066
92.11845636,-1.82430390
-20.52941736,-19.92868965
95.76316725,2.86072509
-71.82997522,-57.20607431
-2.88168170,-68.14233205
-11.76761521,66.87457153
72.69494774,-94.33715180
-81.30506814,-46.88877777
29.38958298,-79.13110146
-39.07931905,27.33257801
-14.99701929,-76.03658191
81.95672601,-96.64084139
88.17426284,81.85198338
-9.57231884,-82.89807350
-57.75079983,40.35893263
-98.63440385,-18.28901270
54.18548597,-8.81769652
-47.21428410,29.67451515
57.07437657,71.84089940
23.97874021,-23.01852160
-57.19883911,78.55132383
-29.89433620,-52.71002923
-25.53107535,-70.16402837
17.14799909,-80.45392611
49.28208748,38.96603633
-82.59388655,-79.39282944
89.58616697,48.23388603
-23.44297694,65.61142182
66.87197329,-69.40356055
26.62010656,60.02339472
-0.64340728,-94.05001689
-45.44559502,4.79273650
-31.57676840,-24.60922438
90.42468206,40.78017178
-93.55515996,47.20421326
54.69382907,16.68389451
43.52712959,80.87809901
14.38954947,-48.54254493
8.85491837,99.69460737
-97.01291560,-78.16592118
-57.57453009,-9.90299668
-14.01949548,39.17846334
63.87852857,-0.04483549
-7.94898098,37.75334987
2.80504714,-56.39751637
77.58998555,90.40338354
-68.14756918,38.61019429
7.46631484,80.82161963
-69.95259659,52.10107833
59.07912664,-18.78425338
53.04916211,99.09186708
-21.25457441,-25.63592442
-26.95399966,28.57404487
11.60332493,83.48138469
31.13778645,-96.27455232
